site,n_patients,auroc
55,91,0.019527420935871644
85,50,0.012295632698768197
49,28,0.010109289617486349
77,44,0.007533623217716662
86,33,0.005894105894105883
44,44,0.005839822024471654
56,41,0.005759558704234483
60,25,0.004880174291938979
22,37,0.0048028160610942075
97,22,0.00355344980752147
05,32,0.0034989023051591496
78,31,0.00318336162988117
66,38,0.002936900261703991
43,20,0.0014084507042253559
63,24,0.0007254261878853705
