site,n_patients,auroc
05,32,1.0
66,38,0.999477169745556
63,24,0.994338768115942
85,50,0.9942953020134229
86,33,0.9931477231147923
77,44,0.9917171717171718
60,25,0.9912078346028292
22,37,0.9907029410888286
56,41,0.9894119871431273
78,31,0.9869271808642193
44,45,0.9813867259918427
97,22,0.979934924078091
55,91,0.9725596794764438
49,28,0.9556300686213351
43,20,0.9523268398268397
