split_seed,isi,lo,hi,n_signatures,runtime_s
0,0.2911443244377561,0.2691517839720275,0.31327569608397826,16,6266.40022611618
1,0.29397844061258516,0.27199602632454617,0.3162635563021727,16,3540.759218931198
2,0.29225546479351194,0.27122082641449136,0.31407097800488853,16,11404.354293107986
3,0.3039200471071444,0.2827943797346131,0.3261775809799386,16,3373.8621032238007
4,0.2861303979667913,0.2651363434221505,0.3080726800069402,16,3363.5311212539673
