signature,r_raw,r_axis,r_residual,n
SIG_immune_clean,0.9376371666719399,0.01434700009696758,0.9354750534412214,800
SIG_immune_siteconf,-0.12558063482661222,0.00983481528286358,-0.12484752007550737,800
SIG_immune_purity,0.5776119307729313,0.012218863485847815,0.5781986886177022,800
