site,n_patients,auroc
23,41,1.0
17,39,1.0
05,24,1.0
03,28,1.0
11,28,1.0
10,29,1.0
06,32,1.0
04,32,1.0
14,32,1.0
15,32,1.0
20,32,1.0
02,32,1.0
00,34,1.0
16,35,1.0
18,35,1.0
01,35,1.0
12,35,1.0
22,35,1.0
21,36,1.0
19,37,1.0
13,38,1.0
07,38,1.0
09,39,1.0
08,22,1.0
