signature,r_residual,null_mean_r,null_sd_r,degenerate,excess_z,excess_lo,excess_hi,beats_null,n
SIG_immune_clean,0.9354750534412214,0.8100735290607609,0.04297125452062549,0.0,0.5665953948951914,0.4869550612148019,0.6462357285755809,True,800
SIG_immune_siteconf,-0.12484752007550737,-0.1580529675748096,0.015059194726172344,1.0,0.033948295755018704,-0.035642875619421796,0.1035394671294592,False,800
SIG_immune_purity,0.5781986886177022,0.8112350538190874,0.038658072840289076,0.0,-0.486717446450849,-0.5652838634121463,-0.40815102948955173,False,800
