signature,n,r_random_patient,r_random_patient_lo,r_random_patient_hi,r_preserved_site,r_preserved_site_lo,r_preserved_site_hi,r_site_only,r_type_only,r_purity_only,r_covariates,embedding_over_covariates,delta_r
SIG_immune_clean,800,0.941361935908366,0.9329205746187491,0.9487691802526035,0.9376371666719389,0.9286792975533363,0.945501720731901,0.03531899191147593,-0.10379772650364943,-0.04702961808932297,0.027008656627307916,0.9143532792810581,0.0037247692364271723
SIG_immune_siteconf,800,0.8125256868615885,0.7875669306723899,0.8348230030220088,-0.1255806348266122,-0.19321296905457094,-0.05676054829568943,0.9532072867995156,-0.02508283890370732,-0.015960219560934602,0.9524713757229935,-0.1399456888614049,0.9381063216882007
SIG_immune_purity,800,0.6528006461916087,0.6111395285149778,0.6908547819193244,0.5776119307729315,0.5294970792074913,0.6220223761177456,0.002732566822920001,-0.04040070240000273,0.7969864680300578,0.7897833197281596,-0.13698267353655091,0.07518871541867722
