site,n_patients,auroc
55,91,0.022570629839094088
49,28,0.022067997504678714
44,45,0.012384130515387469
85,50,0.008926174496644314
56,41,0.007670907273856794
66,38,0.006622516556291404
22,37,0.005214696504663435
77,44,0.005075757575757565
86,33,0.004789941123640352
78,31,0.0031445429813093664
05,32,0.0030153508771930022
60,25,0.0015233949945592951
43,20,0.0012445887445887871
97,22,0.001232498521001768
63,24,0.0010869565217391797
