split_seed,isi,lo,hi,n_signatures,runtime_s
0,0.318240180054566,0.26138392827249185,0.37633421961128716,16,117.1912829875946
1,0.3254985378874072,0.26938805910423164,0.3823317793024344,16,151.78866004943848
2,0.31025307705568217,0.2526154401128341,0.3679821797212182,16,259.93403601646423
3,0.30012787465187796,0.24319923269705962,0.35732146412790095,16,191.0522439479828
4,0.31008673532622416,0.249822821265502,0.3690211378742267,16,111.8324511051178
5,0.30683882436288296,0.2491384857049688,0.36413867192313193,16,117.43539667129517
