site,n_patients,auroc
05,32,1.0
66,38,0.9992738468688277
63,24,0.9962409420289855
60,25,0.9954298150163221
85,50,0.993489932885906
86,33,0.9928150883145395
77,44,0.9912121212121212
22,37,0.9906433445573468
97,22,0.9905344113587063
56,41,0.9902763147232801
78,31,0.9900717238455288
55,91,0.9782538680545714
44,45,0.9623779508095415
43,20,0.9474025974025974
49,28,0.9424906425452277
