signature,r_residual,r_residual_refit,excess_z_UNCORRECTED_do_not_report,null_draws_dropped_by_disattenuation,alpha_observed,alpha_null_mean,reliability_gap,alpha_observed_raw,alpha_null_mean_raw,null_mean_r,null_sd_r,degenerate,excess_z,excess_lo,excess_hi,beats_null,n
SIG_HALLMARK_ALLOGRAFT_REJECTION,0.41192496786923616,0.42237684943354387,0.07106545682996174,0,0.9839769650671111,0.9416844377142636,0.0422925273528475,0.9822627311624229,0.9534849591673425,0.3621252264020022,0.019719953215986696,1.0,0.06245724994222929,-0.001452260848979009,0.12636676073343758,False,944
SIG_HALLMARK_ANGIOGENESIS,0.40087678794182124,0.4011135783771388,0.07843901266701409,0,0.8830879561426298,0.7216728550155529,0.1614151011270769,0.8660349200030341,0.7819205913566306,0.3325539647334698,0.04455710848407512,0.0,0.04067312629802322,-0.023327383626632392,0.10467363622267883,False,944
SIG_HALLMARK_COAGULATION,0.3652019805621819,0.36632381042915263,0.01627367621943665,0,0.9504504705647091,0.8975851553610869,0.052865315203622254,0.9464033036898536,0.9229640771380807,0.3518795941921947,0.02595182395224652,0.0,0.004699199430556078,-0.05922315093418967,0.06862154979530183,False,944
SIG_HALLMARK_COMPLEMENT,0.3247308345807179,0.3250046488125256,-0.046556328605409925,0,0.9755771881012216,0.9414549653508717,0.03412222275034993,0.9725753917626995,0.9553266518241864,0.3658155847668012,0.020466329088704754,0.0,-0.05503786357523027,-0.11894880803752017,0.008873080887059626,False,944
SIG_HALLMARK_E2F_TARGETS,0.07728191307675597,0.400215323314683,0.03836393009226563,0,0.9714084935805778,0.9509396010318745,0.02046889254870332,0.9939106519909077,0.9644350019661283,0.3673718374198899,0.01807232285124014,1.0,0.03447901744791032,-0.029427740085304827,0.09838577498112547,False,944
SIG_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.4511732422488677,0.45440549542985553,0.10968934755310578,0,0.9869765365439843,0.9462618139165827,0.04071472262740161,0.9854456183974379,0.9600256814146058,0.3630230598213538,0.019643558299144288,1.0,0.1016944147339428,0.037785165814493704,0.1656036636533919,True,944
SIG_HALLMARK_G2M_CHECKPOINT,-0.0032706006937066314,0.3599101060707678,-0.0016217412459553215,0,0.9614254898713981,0.9489856573118896,0.012439832559508535,0.9922443824691398,0.9623897176936366,0.3611775997741707,0.01858394884762261,1.0,-0.004453386869098186,-0.06836084371823647,0.0594540699800401,False,944
SIG_HALLMARK_HYPOXIA,0.23952503018953034,0.33367222200268554,-0.033137344122076196,0,0.9563501098207644,0.94176524422649,0.01458486559427441,0.9606820585959325,0.9576472408985142,0.3626226553434757,0.019885155330076537,1.0,-0.03742672035065947,-0.1013365046985033,0.026483063997184364,False,944
SIG_HALLMARK_IL2_STAT5_SIGNALING,0.30368423790857674,0.3058666215052902,-0.06594088883320631,0,0.9695287430892922,0.9476812576033385,0.02184748548595361,0.9647603673511557,0.9592644776801469,0.3642219603426012,0.01902424793033955,1.0,-0.07216936715108396,-0.13607774231719771,-0.008260991984970226,False,944
SIG_HALLMARK_IL6_JAK_STAT3_SIGNALING,0.34542232849174775,0.3477906135889696,-0.001464874919198278,0,0.9590732931821618,0.8772085429111892,0.08186475027097262,0.9558718713033091,0.9038779668727314,0.348740454624637,0.02909095340587583,0.0,-0.020322135184578094,-0.08425320117958653,0.04360893081043034,False,944
SIG_HALLMARK_INFLAMMATORY_RESPONSE,0.3488757484725147,0.3533128089352133,-0.007318149002363494,0,0.9812447792073148,0.9459212854559806,0.035323493751334145,0.9795833607241615,0.9550916636348183,0.35954846281815245,0.019197223767360726,1.0,-0.015174432009798566,-0.07908298354021015,0.04873411952061302,False,944
SIG_HALLMARK_INTERFERON_ALPHA_RESPONSE,0.3442355571337999,0.333861578114902,-0.02544676840293375,0,0.9821908397868832,0.9012793853583578,0.08091145442852532,0.9805481652606866,0.9292458148966972,0.3559992890851063,0.026081580071589453,0.0,-0.04399338668561181,-0.10791577742236368,0.01992900405114005,False,944
SIG_HALLMARK_INTERFERON_GAMMA_RESPONSE,0.3730902035877036,0.3652796628631695,0.00394003809178245,0,0.9873076427760465,0.949849186070873,0.03745845670517356,0.9861143807638834,0.9630906682116047,0.3617056641688872,0.019271733893129417,1.0,-0.004249925576142011,-0.0681584687953161,0.05965861764303208,False,944
SIG_HALLMARK_MYC_TARGETS_V1,0.018743886153161908,0.33213760486863375,-0.010267187115369114,0,0.9678049101626118,0.9489645049004783,0.018840405262133486,0.9915614413102486,0.9661676311634109,0.3410968718073113,0.019342692555289552,1.0,-0.014365596353563492,-0.07827345193499177,0.04954225922786479,False,944
SIG_HALLMARK_TGF_BETA_SIGNALING,0.280037719161439,0.31047532072977785,-0.03999965901879382,0,0.9428047438747931,0.8279632985609507,0.11484144531384233,0.939155779163004,0.8746823676730208,0.3457314078994082,0.033009506136249894,0.0,-0.06930945978896857,-0.13325371800381217,-0.005365201574124984,False,944
SIG_HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.32057576380802966,0.3208080542604642,-0.053585875791569815,0,0.9813592456214506,0.9490983798946291,0.03226086572682152,0.9793927750114614,0.9622111309029813,0.3678797066587267,0.01828136506294859,1.0,-0.061520865774514155,-0.12542814101878513,0.002386409469756809,False,944
